,attribute_1,attribute_2,attribute_3,attribute_4,attribute_5,attribute_6,attribute_7,attribute_8,attribute_9,attribute_10,attribute_11,attribute_12,attribute_13,attribute_14,attribute_15,attribute_16,attribute_17,attribute_18,attribute_19,attribute_20,attribute_21,attribute_22,attribute_23,attribute_24,attribute_25,attribute_26,attribute_27,attribute_28,attribute_29,attribute_30,attribute_31,attribute_32,attribute_33,attribute_34,attribute_35,attribute_36,attribute_37,attribute_38,attribute_39,attribute_40,attribute_41,attribute_42,attribute_43,attribute_44,attribute_45,attribute_46,attribute_47,attribute_48,attribute_49,attribute_50,attribute_51,attribute_52,attribute_53,attribute_54,attribute_55,attribute_56,attribute_57,attribute_58,attribute_59,attribute_60,Class
885,4,1,1,1,3,3,3,1,1,1,3,2,3,0,3,3,3,3,1,1,4,4,4,4,1,4,0,0,0,2,0,0,4,4,5,2,1,4,2,2,0,1,1,0,4,4,4,2,2,0,0,2,0,0,0,0,2,0,4,2,1
886,0,0,2,1,1,0,2,0,3,0,3,2,3,1,3,2,3,2,4,4,1,4,1,4,4,4,2,1,0,2,4,0,1,4,2,0,0,2,0,4,0,0,1,0,2,1,1,0,2,2,2,0,2,2,0,1,0,0,2,1,1
887,4,1,1,3,1,3,2,3,1,0,1,1,1,0,1,1,1,3,1,1,1,1,4,1,1,0,1,1,0,2,2,4,1,1,0,2,1,0,4,2,1,1,0,2,1,0,0,0,1,0,2,0,4,1,0,2,4,2,1,4,1
888,0,3,1,1,2,3,3,1,2,2,1,3,3,1,3,2,2,2,1,4,1,4,2,4,1,1,0,1,0,2,2,2,0,4,2,1,4,2,1,1,4,2,0,1,1,1,1,0,0,2,0,0,1,2,4,2,1,0,1,0,1
889,1,3,2,0,2,1,1,1,3,1,0,1,1,0,2,1,0,3,4,4,2,4,4,4,1,1,0,1,0,2,1,1,2,0,5,0,4,4,0,4,2,4,0,1,0,1,2,2,2,2,0,1,0,2,4,4,2,0,1,4,1
890,1,1,3,1,0,3,2,0,0,3,3,2,1,4,1,3,1,3,2,4,4,0,1,1,0,1,1,1,0,2,2,0,2,1,1,0,2,2,2,1,4,2,0,2,2,4,1,0,2,4,2,1,4,2,0,1,1,0,2,2,1
891,0,0,1,2,3,2,2,1,1,3,1,1,3,4,2,3,2,1,1,1,4,4,1,1,1,1,0,1,0,2,4,2,1,1,1,5,1,4,4,1,1,0,2,2,0,1,0,0,0,1,4,4,2,2,0,2,0,0,2,4,1
892,1,1,0,1,3,1,0,2,1,1,0,2,2,1,1,1,3,3,1,4,4,1,4,1,1,4,1,1,0,2,2,4,1,1,1,1,1,0,1,2,2,1,1,1,4,4,1,0,2,2,0,4,2,0,0,0,2,1,4,2,1
893,1,1,3,2,0,3,1,3,2,2,2,3,1,4,1,1,1,1,4,1,1,1,0,1,1,1,4,1,0,2,2,2,0,2,1,1,0,2,2,1,4,1,2,2,1,0,4,4,4,1,4,2,2,1,0,2,1,0,0,2,1
894,0,3,1,1,1,3,1,0,0,1,1,1,3,4,1,3,2,3,1,4,1,0,1,1,1,4,1,1,0,2,1,1,4,0,0,0,2,1,4,1,1,4,4,2,0,1,0,0,1,4,2,2,2,0,1,0,2,1,2,4,1
898,1,4,2,1,1,0,1,0,3,2,0,1,0,1,1,1,1,1,4,1,0,0,4,2,4,4,1,1,0,2,2,4,1,4,1,5,2,2,0,1,0,1,4,0,4,2,2,2,1,0,1,0,1,2,0,1,4,1,1,4,1
899,3,3,2,1,3,1,3,1,1,3,2,0,1,0,1,0,1,3,1,4,1,1,1,1,1,4,2,1,0,2,0,2,2,4,1,1,0,2,2,2,2,0,1,1,1,0,0,1,0,2,1,1,1,1,0,2,1,0,0,2,1
900,4,1,1,1,3,1,3,0,0,1,1,0,3,1,3,2,3,2,1,4,4,4,1,4,1,1,1,1,0,2,2,2,0,1,5,5,2,4,0,1,0,2,1,0,0,0,0,2,1,0,1,0,2,1,0,2,1,1,0,4,1
904,3,0,3,1,1,1,1,3,2,0,0,1,1,1,1,3,2,1,1,4,1,4,2,1,1,4,1,1,0,2,0,2,4,2,1,1,1,1,4,1,1,2,2,1,1,4,1,2,1,1,0,4,2,0,2,2,1,4,1,4,1
905,0,4,3,3,3,2,0,0,1,1,1,1,3,2,1,1,1,0,4,1,4,4,1,1,4,2,2,1,0,2,2,1,1,1,0,2,1,1,1,1,0,2,1,1,1,0,2,2,2,2,0,1,1,1,1,0,2,0,1,2,1
906,0,3,3,2,0,1,1,1,1,1,3,3,1,1,3,3,0,3,4,1,1,4,1,1,1,1,0,1,0,2,2,2,0,2,5,2,2,4,4,4,4,1,0,2,0,2,0,1,0,4,4,4,1,0,2,0,0,0,2,4,1
908,1,1,1,1,3,3,0,1,1,3,2,0,1,0,1,0,1,3,1,4,1,1,1,1,1,4,2,1,0,2,0,2,2,4,1,1,0,2,2,2,2,0,1,1,1,0,0,1,0,2,1,1,1,1,0,2,1,0,0,2,1
909,1,1,1,1,3,1,3,0,0,1,1,0,3,1,3,2,3,2,1,4,4,4,1,4,1,1,1,1,0,2,2,2,0,1,5,5,2,4,0,1,0,2,1,0,0,0,0,2,1,0,1,0,2,1,0,2,1,1,0,4,1
911,1,4,2,0,1,1,1,2,0,1,1,3,3,2,0,0,1,3,4,2,4,4,1,1,0,1,0,1,0,2,2,0,4,2,1,1,0,2,2,1,1,0,0,2,2,4,2,2,0,2,1,0,0,2,1,2,2,4,2,2,1
912,4,3,1,2,0,1,0,1,1,1,3,1,1,1,2,1,1,1,4,1,4,1,2,2,1,1,2,1,0,2,2,2,1,2,1,5,2,0,4,2,2,0,1,2,0,2,0,1,1,0,4,2,0,0,2,2,0,2,4,4,1
913,1,1,2,1,2,3,1,0,1,1,0,2,2,1,1,3,2,3,1,1,4,4,2,2,2,4,1,1,0,2,2,2,0,1,0,5,1,4,1,2,1,1,1,2,4,1,1,4,2,0,0,2,2,0,1,1,1,1,2,1,1
914,1,1,2,0,2,3,1,0,1,3,1,1,3,2,3,1,0,1,4,4,0,1,1,1,4,2,0,1,0,2,2,1,1,4,0,2,0,1,4,1,1,1,2,0,2,2,1,4,4,1,1,4,1,4,4,4,2,2,1,1,1
915,1,4,2,0,2,2,0,1,1,0,1,0,1,0,1,1,0,1,4,4,1,1,1,0,1,4,1,1,0,2,2,1,4,2,0,2,1,4,2,2,0,2,0,4,4,1,0,2,0,0,0,2,0,1,2,1,1,1,4,2,1
916,1,0,0,1,3,2,2,2,2,0,1,1,3,1,0,1,1,1,4,1,1,1,0,4,1,1,1,1,0,2,2,0,0,1,1,0,4,2,0,0,1,2,1,4,2,1,1,4,2,4,2,0,2,1,4,2,1,4,2,2,1
917,4,1,1,1,3,2,0,1,3,1,3,1,1,2,2,1,3,1,4,1,1,1,4,1,1,1,4,1,0,2,2,1,4,2,2,1,1,2,4,2,0,2,4,0,1,4,1,0,1,1,4,2,1,1,2,1,1,0,1,1,1
918,1,1,1,1,0,0,0,2,3,0,0,1,3,1,0,1,1,1,4,1,1,1,4,4,1,1,1,1,0,2,2,0,4,2,0,1,1,0,1,0,0,2,1,4,2,4,1,1,4,4,2,2,0,4,2,0,2,1,4,2,1
919,3,4,2,1,1,1,1,3,0,1,2,1,1,4,1,3,1,1,4,4,2,1,4,1,1,1,4,1,0,2,2,2,1,1,5,1,0,1,1,0,0,1,1,0,2,1,2,2,2,1,4,1,0,2,2,0,1,2,4,4,1
920,1,0,2,2,3,1,1,1,3,2,0,0,0,1,3,1,3,3,4,1,4,1,1,4,4,0,1,1,0,2,1,4,0,4,0,5,1,4,2,2,2,4,2,4,2,2,4,2,1,4,2,2,1,0,2,1,4,2,4,2,1
921,0,4,3,3,1,0,3,2,0,2,1,3,2,1,1,3,2,3,2,2,1,4,1,1,1,1,0,1,0,2,1,0,0,2,1,1,1,4,4,2,4,2,0,4,1,1,2,2,2,0,2,2,2,0,2,0,2,0,0,2,1
922,4,1,3,2,0,3,2,0,1,3,0,3,2,1,0,1,3,1,1,4,4,1,1,4,1,1,4,1,0,2,2,4,2,2,0,5,0,0,1,4,1,0,4,1,1,4,4,0,0,1,0,2,2,0,2,0,2,4,1,2,1
923,1,0,1,1,1,0,0,1,1,3,2,0,3,2,1,1,1,1,0,1,1,0,4,2,4,4,2,1,0,2,2,1,0,1,5,2,1,1,0,2,2,2,2,1,0,4,4,2,4,2,0,4,4,2,1,1,0,1,0,2,1
924,0,1,1,3,3,3,3,3,3,0,3,3,1,4,1,1,3,1,4,4,4,1,4,1,4,0,1,1,0,2,2,4,2,4,2,1,1,4,2,0,1,1,1,4,2,0,1,0,2,1,1,0,0,2,1,2,1,0,4,2,1
925,1,3,1,3,1,1,3,2,2,3,3,1,1,1,1,1,3,1,0,4,4,4,1,1,4,1,1,1,0,2,2,2,2,1,1,0,1,4,4,4,4,2,0,1,0,0,0,1,2,0,4,1,1,1,1,4,0,1,2,4,1
926,1,1,3,1,3,1,3,2,3,0,0,1,3,0,1,1,3,2,4,4,2,4,1,4,1,4,1,1,0,2,1,4,2,4,1,5,0,4,1,1,0,1,2,0,2,1,2,0,2,0,0,2,0,1,0,2,1,1,1,1,1
927,0,4,1,3,1,0,1,3,2,0,3,1,1,1,3,3,1,3,2,1,1,1,1,1,1,4,4,4,0,2,2,0,4,4,1,5,2,4,1,0,0,1,4,2,0,0,4,1,4,2,1,1,0,4,1,4,2,2,0,0,1
928,4,4,3,1,1,3,2,3,3,2,3,1,3,1,1,3,1,3,1,1,4,4,1,1,1,0,1,4,0,2,2,4,2,0,5,1,0,4,2,2,4,0,0,1,1,2,2,2,2,0,4,1,0,1,1,1,4,0,4,1,1
929,1,0,2,1,3,2,3,1,3,1,3,2,3,1,1,1,1,0,1,1,1,0,1,1,1,4,1,1,0,2,0,2,0,0,2,1,1,0,0,2,2,1,0,4,2,1,2,4,2,2,4,2,1,0,1,2,2,1,4,1,1
930,1,3,3,1,1,3,1,0,0,2,3,2,3,2,2,1,1,2,4,1,4,4,1,1,1,4,1,1,0,2,2,2,0,2,1,1,0,4,4,2,4,2,2,1,1,2,4,2,0,1,2,2,2,4,2,0,1,2,2,2,1
931,1,4,1,1,1,3,2,0,3,2,1,1,1,4,1,0,2,0,0,4,1,4,1,1,1,1,0,1,0,2,2,1,1,2,1,1,4,2,0,4,1,4,4,4,2,0,1,0,0,1,4,4,2,0,0,2,0,0,0,4,1
932,1,1,3,1,1,1,3,2,1,1,1,1,0,4,3,3,1,1,4,0,1,1,1,1,0,1,0,1,0,2,2,4,1,1,1,5,2,1,1,0,4,1,4,1,1,4,4,2,2,1,1,4,0,4,2,0,2,2,1,0,1
933,1,4,2,1,1,1,1,3,2,1,1,3,3,4,2,2,1,1,1,4,1,4,0,1,1,1,0,1,0,2,2,2,0,4,2,0,4,1,1,0,2,2,1,0,1,4,2,2,2,4,2,2,1,4,4,1,4,4,1,0,1
934,1,4,1,0,3,1,3,2,3,1,3,1,3,2,1,1,1,0,1,1,1,4,1,1,1,4,1,1,0,2,0,1,1,4,0,5,2,0,2,1,0,2,1,2,2,0,0,2,2,4,2,2,4,2,2,0,2,4,4,1,1
935,1,0,1,1,3,2,1,1,0,1,1,3,1,1,3,3,3,1,4,4,4,2,1,1,4,4,4,1,0,2,2,0,0,1,0,0,2,0,4,1,1,4,2,0,4,4,4,4,4,2,2,2,1,4,1,1,4,2,2,0,1
936,3,1,3,2,1,3,2,0,1,0,1,3,1,4,1,1,3,1,1,0,4,4,2,1,4,4,4,1,0,2,0,2,4,1,0,1,1,4,2,2,4,2,2,4,4,1,4,2,1,2,1,1,4,4,1,1,1,1,4,0,1
937,4,3,1,0,0,3,1,3,1,1,0,1,3,1,1,1,0,0,4,1,4,1,4,1,4,0,0,1,0,2,2,1,4,2,2,2,4,2,2,0,2,0,0,2,2,0,2,0,1,0,4,0,1,4,0,1,4,2,0,1,1
938,1,0,2,1,3,1,1,3,3,1,1,0,0,4,0,3,1,3,4,4,4,2,4,1,4,2,4,4,0,2,4,1,0,2,2,2,0,1,4,0,4,2,1,2,2,1,2,1,0,0,0,1,0,4,1,4,1,1,4,4,1
939,3,4,0,3,0,0,1,1,1,3,2,1,2,0,3,2,1,1,4,2,4,0,4,1,4,0,0,1,0,2,2,4,2,0,2,0,2,1,0,1,0,2,4,0,0,2,2,0,1,4,0,4,4,2,1,4,0,4,2,2,1
940,4,0,2,0,3,0,1,3,0,3,1,1,3,1,3,1,3,3,1,4,0,1,1,4,4,4,0,1,0,2,0,4,4,4,2,1,4,1,1,1,0,4,4,1,0,4,2,1,4,2,0,2,2,1,4,1,1,0,2,0,1
941,4,0,0,0,3,0,3,3,1,3,3,3,1,4,3,3,3,1,0,0,1,1,4,1,4,4,0,4,0,2,2,2,1,4,5,5,4,4,2,2,4,2,2,4,2,1,4,2,2,0,2,4,4,2,2,1,0,0,2,0,1
942,0,3,2,3,3,3,3,0,1,2,0,3,3,0,3,2,3,0,4,2,0,4,4,0,1,4,2,1,0,2,2,4,0,2,1,2,1,4,2,2,4,0,4,0,4,2,2,4,1,0,0,0,4,2,0,0,4,2,0,0,1
943,3,4,0,2,0,1,0,1,1,3,0,0,2,0,1,1,3,3,4,4,4,4,4,1,4,4,4,4,0,2,2,4,2,4,1,5,2,1,0,4,4,0,4,4,2,2,2,1,1,2,0,0,4,1,1,1,4,4,1,4,1
944,3,4,3,1,1,3,2,3,3,1,3,3,1,0,3,2,2,2,0,4,1,4,1,0,1,4,4,4,0,2,2,1,4,0,5,1,4,0,4,2,4,2,1,1,4,2,1,4,2,0,4,2,0,1,4,4,2,0,1,4,1
945,4,0,1,3,3,0,0,1,3,1,0,2,3,1,3,3,1,3,4,4,4,4,4,1,4,1,0,4,0,2,2,0,1,4,0,1,0,0,0,4,1,1,1,4,1,1,0,2,2,0,4,0,4,1,0,4,4,2,1,1,1
946,1,4,1,3,3,3,3,3,3,3,3,3,3,4,1,3,1,1,1,1,1,0,4,1,0,4,0,1,0,2,2,4,2,0,0,5,0,4,2,0,1,1,0,4,1,4,1,1,1,0,2,0,0,1,0,2,2,1,1,4,1
947,1,4,3,2,1,1,0,1,3,2,1,0,1,4,1,1,0,3,0,1,4,2,1,0,4,2,0,1,0,2,0,2,1,0,0,2,0,1,1,1,4,2,4,1,4,1,4,4,0,2,0,0,0,0,0,0,2,0,0,0,1
948,1,4,2,0,2,2,1,3,3,2,2,0,1,2,1,1,1,1,1,0,4,4,1,0,4,4,2,1,0,2,2,0,2,1,0,2,1,2,1,0,0,1,1,0,4,4,4,2,1,0,2,2,2,1,0,0,0,1,4,2,1
949,1,1,0,3,1,0,3,1,0,1,1,1,3,1,3,1,3,1,4,4,4,1,1,1,4,2,0,1,0,2,4,2,1,4,2,0,2,2,1,2,2,1,0,4,4,0,0,2,0,2,2,0,0,2,4,1,1,4,2,2,1
950,1,0,3,2,2,1,0,1,3,2,0,1,3,0,2,2,1,1,1,4,1,4,2,1,4,2,1,1,0,2,1,4,1,1,0,0,2,1,1,1,0,2,1,1,1,4,1,0,2,1,1,0,4,2,2,1,0,4,2,1,1
951,3,0,2,3,0,3,2,2,0,3,3,3,1,0,1,0,3,3,1,4,0,0,1,0,1,0,4,4,0,2,0,0,2,1,5,2,1,0,2,2,0,4,2,1,4,2,0,0,0,4,4,2,1,0,0,2,2,1,4,2,1
952,4,0,2,0,2,1,3,0,0,2,3,2,1,1,0,0,0,3,2,1,4,4,1,1,4,4,1,1,0,2,2,2,2,0,2,0,4,1,0,4,1,2,2,0,2,2,1,1,2,2,2,0,2,0,2,1,0,2,2,1,1
953,3,1,0,2,1,1,1,0,2,0,1,1,3,0,1,1,3,1,4,4,2,1,4,4,4,4,2,1,0,2,1,0,0,4,0,5,0,0,0,4,2,4,1,0,1,1,1,4,2,2,2,1,2,1,1,1,0,1,0,0,1
954,4,3,0,2,1,2,2,2,0,0,1,2,1,1,3,0,1,0,4,4,1,4,4,1,1,4,1,1,0,2,1,4,2,0,2,1,0,2,0,0,2,0,2,4,1,0,2,0,1,2,2,0,0,4,1,2,0,0,0,1,1
955,1,4,1,0,2,3,1,3,1,1,1,3,3,1,3,1,1,3,1,4,1,4,0,1,1,4,0,1,0,2,2,2,2,2,0,5,4,1,1,2,2,0,2,2,1,1,1,1,1,4,2,1,4,2,4,2,4,0,0,1,1
956,4,3,2,3,0,0,3,3,2,3,2,0,0,4,0,3,2,0,1,0,4,1,0,4,4,4,4,1,0,2,2,4,4,4,2,2,1,1,4,1,0,1,0,0,2,2,0,1,4,0,1,1,1,4,1,4,1,0,4,1,1
957,1,1,3,3,0,3,2,0,1,1,1,1,2,2,1,1,0,1,1,4,4,1,1,4,2,1,1,1,0,2,2,1,2,2,2,2,4,1,2,1,4,0,0,2,2,1,1,4,1,0,2,2,0,2,2,0,2,0,0,0,1
958,4,3,2,2,1,2,1,3,3,1,0,1,2,2,0,0,1,3,1,2,1,0,4,4,4,1,1,1,0,2,4,1,4,4,1,2,4,0,0,1,1,1,0,2,2,0,2,2,0,0,2,1,1,1,0,1,2,2,1,2,1
959,1,4,1,0,1,2,0,2,2,1,3,3,2,1,3,1,3,1,4,4,2,4,4,1,1,4,4,1,0,2,0,0,2,1,5,2,4,4,1,4,2,2,0,4,4,4,1,4,4,0,1,0,2,4,2,2,4,2,0,2,1
960,4,1,0,2,1,3,3,0,1,3,2,0,1,0,1,1,0,2,1,1,1,0,1,4,1,1,0,1,0,2,0,4,2,2,2,2,0,1,1,0,2,4,2,4,2,1,1,4,1,0,0,2,4,1,1,0,4,2,1,1,1
961,1,1,3,1,3,1,0,2,2,2,3,2,3,1,1,1,1,3,4,1,1,4,2,4,1,1,1,1,0,2,0,1,0,0,2,2,0,4,2,0,1,1,0,2,1,4,2,0,4,1,4,2,4,2,4,2,0,0,1,2,1
962,1,4,2,1,0,3,1,3,3,3,1,3,2,0,1,3,3,3,4,2,4,4,4,4,0,1,0,1,0,2,4,4,2,0,0,5,0,4,1,1,0,4,2,4,2,2,0,0,0,0,0,4,0,1,1,4,0,4,4,1,1
963,3,0,1,3,3,1,1,0,1,0,1,1,3,1,1,3,2,3,1,1,1,1,1,1,2,1,1,1,0,2,2,4,1,1,5,2,4,4,2,4,4,2,2,4,2,0,0,4,2,2,0,2,1,4,1,0,2,4,4,2,1
964,0,0,2,2,2,1,1,3,2,0,2,2,2,2,2,2,1,3,4,1,4,4,1,1,4,4,1,1,0,2,2,1,2,0,2,1,0,1,2,0,1,1,4,1,0,2,1,2,0,2,1,0,1,2,0,1,2,2,2,2,1
965,1,4,1,1,0,3,2,2,3,3,0,1,3,2,2,2,3,0,1,1,1,1,1,4,1,1,1,1,0,2,1,2,1,4,2,0,2,4,0,1,1,1,0,2,0,1,1,4,1,1,2,0,0,0,2,1,0,1,0,0,1
966,4,0,0,1,1,0,3,1,3,1,3,1,1,1,3,1,3,3,0,0,1,4,1,1,1,1,4,4,0,2,2,4,0,4,5,5,2,1,4,2,0,1,1,4,2,4,4,4,2,0,1,1,1,4,2,4,2,0,4,1,1
967,4,3,0,1,3,3,0,1,0,3,3,1,0,4,3,3,1,1,1,4,4,0,4,1,4,1,1,1,0,2,0,4,1,1,2,5,4,1,4,2,2,1,4,0,1,4,4,4,2,0,4,2,0,2,0,2,2,4,0,4,1
968,4,1,3,3,0,0,1,1,1,0,0,2,3,1,1,1,2,3,4,0,1,4,1,4,4,1,1,1,0,2,2,0,1,1,0,1,4,4,4,1,4,2,4,4,4,2,0,4,0,0,2,1,1,4,2,4,2,4,1,1,1
969,4,1,3,3,2,0,3,1,0,1,3,2,3,1,1,1,3,1,4,1,1,2,2,1,1,1,4,1,0,2,2,1,0,1,0,0,1,0,0,4,2,0,2,0,0,2,0,2,1,4,4,1,1,4,2,0,4,1,4,2,1
970,4,4,3,3,1,2,3,3,0,0,1,0,0,0,0,1,1,3,4,4,2,4,2,2,0,1,4,1,0,2,2,4,2,2,0,2,0,2,0,1,4,4,0,4,1,1,0,0,2,0,0,1,2,4,2,2,1,4,2,2,1
971,1,1,1,3,2,1,3,1,1,1,0,0,3,1,1,1,3,0,4,1,4,1,1,4,1,4,1,4,0,2,2,0,4,0,2,1,1,2,1,4,4,1,1,1,0,0,0,2,0,4,1,1,4,2,2,0,2,0,0,1,1
972,3,3,0,0,2,1,0,2,0,3,1,0,0,0,2,0,3,3,0,2,4,2,4,1,1,1,4,4,0,2,2,4,2,2,0,2,1,4,2,2,4,2,1,0,0,1,4,2,2,4,1,0,4,1,2,0,4,2,2,0,1
973,4,1,1,2,1,3,2,0,1,2,1,3,2,1,3,3,3,2,2,1,4,2,4,1,4,1,1,1,0,2,0,4,2,4,2,2,4,2,2,4,2,1,4,2,0,0,1,4,1,1,0,0,2,0,2,2,0,1,1,0,1
974,1,1,0,1,1,1,3,1,1,0,2,1,1,1,1,1,0,1,1,4,1,1,4,1,1,4,2,1,0,2,0,1,0,0,2,1,4,2,2,4,2,4,1,4,0,2,2,0,0,1,4,0,1,1,1,2,2,0,1,1,1
975,3,1,1,3,2,1,3,2,0,0,1,3,1,0,1,0,1,3,2,4,4,4,1,4,1,1,0,1,0,2,1,2,1,0,5,2,0,2,0,2,1,1,1,0,2,1,1,1,2,2,1,0,1,1,1,1,4,2,4,2,1
976,0,0,1,3,2,0,0,0,2,3,0,1,3,1,1,1,3,1,1,4,4,4,4,1,4,2,2,1,0,2,2,0,1,2,0,1,0,0,1,4,4,0,0,4,2,1,1,4,2,1,1,4,0,4,4,0,1,0,0,0,1
977,0,1,0,2,1,3,2,1,0,3,3,1,3,1,0,3,2,1,4,4,1,1,4,2,1,1,2,1,0,2,4,4,1,4,5,1,1,1,1,0,0,4,1,1,0,2,2,4,1,4,1,1,2,2,0,2,2,1,4,2,1
978,1,3,1,3,1,0,2,1,1,1,2,1,3,1,1,3,3,3,1,0,1,1,1,4,1,4,2,1,0,2,2,0,2,0,2,1,1,4,1,2,4,2,2,1,0,2,2,1,1,0,2,4,2,2,0,2,2,2,0,1,1
979,3,3,2,2,1,0,2,2,0,1,3,1,1,0,1,1,1,2,0,4,1,0,4,4,1,1,1,1,0,2,0,4,4,1,0,2,1,0,2,1,2,0,1,4,2,1,0,2,2,0,2,2,0,2,1,4,0,2,0,1,1
980,4,3,2,1,1,0,2,1,1,3,1,3,0,0,1,3,1,1,0,2,1,1,1,1,1,4,4,1,0,2,1,0,4,1,5,1,1,2,2,1,4,0,1,2,0,1,0,4,1,1,1,4,2,0,2,2,2,1,0,1,1
981,1,4,1,1,1,1,0,1,1,1,0,1,1,4,2,3,1,1,0,1,1,1,2,1,1,1,2,1,0,2,0,4,1,2,1,5,4,1,1,4,2,2,0,2,1,1,0,2,2,1,0,0,2,0,0,1,4,1,1,0,1
983,1,1,0,1,1,1,3,1,1,0,2,1,1,1,1,1,0,2,1,4,1,1,4,1,1,4,2,1,0,2,0,1,0,0,2,1,4,2,2,4,2,4,1,4,0,2,2,0,0,1,4,0,1,1,1,2,2,0,1,1,1
991,1,4,1,0,1,0,3,3,3,2,1,3,3,2,3,3,3,3,4,1,4,2,2,1,4,1,0,1,0,2,0,1,0,4,2,5,1,2,0,2,2,0,0,2,2,1,4,4,4,4,2,4,2,4,4,4,1,1,1,0,1
993,1,4,1,1,0,3,2,1,3,1,1,1,0,1,0,3,1,3,4,1,1,0,4,4,4,4,4,1,0,2,0,4,1,0,1,1,4,4,1,4,0,1,2,0,2,2,0,1,0,2,2,2,1,1,4,4,1,1,0,2,1
994,4,0,1,3,1,3,3,2,1,2,3,3,3,4,1,3,2,3,1,4,2,1,1,0,1,4,1,1,0,2,1,0,1,4,1,5,2,2,1,2,1,4,4,0,1,0,2,0,0,4,2,0,0,2,0,4,1,4,0,1,1
995,0,4,2,3,0,0,3,3,1,2,2,0,0,1,2,0,3,3,1,4,4,1,1,4,4,4,2,1,0,2,0,4,1,0,1,1,4,4,1,4,0,4,2,0,2,2,0,1,0,2,2,2,1,1,4,4,1,1,0,2,1
996,4,4,3,1,1,0,3,1,1,3,3,1,3,4,3,1,3,2,4,2,2,0,1,1,2,0,2,4,0,2,0,1,0,2,5,1,4,1,1,1,0,1,0,2,2,1,4,2,1,2,2,1,4,2,4,0,1,2,0,2,1
997,4,1,1,1,3,1,1,0,3,3,2,1,1,1,3,1,1,2,2,4,4,4,1,4,1,1,1,1,0,2,2,1,4,1,1,1,2,2,0,1,2,4,1,1,1,4,2,1,4,1,1,4,2,2,1,4,4,4,4,2,1
998,3,4,1,1,3,3,1,3,3,2,2,3,2,2,2,2,2,2,4,1,1,4,4,1,4,1,1,4,0,2,2,0,0,2,0,0,0,1,1,4,0,4,0,4,1,1,1,0,0,0,2,2,0,1,1,0,2,0,0,2,1
999,3,1,0,1,0,2,1,1,0,1,3,2,1,1,2,2,3,1,1,4,4,1,1,1,1,4,2,1,0,2,0,0,4,1,5,0,2,0,2,1,4,2,1,4,1,1,2,1,0,4,1,4,1,1,1,4,2,1,4,2,1
1000,3,3,1,1,3,1,3,1,1,3,3,1,3,1,3,3,1,1,4,4,1,0,1,4,4,4,2,1,0,2,0,2,2,1,5,2,2,0,0,2,0,1,2,2,1,0,2,1,1,2,1,1,2,2,0,1,4,2,2,2,1
1001,4,4,2,0,3,0,0,1,0,3,2,0,1,0,3,3,3,3,1,1,4,4,4,4,1,4,0,1,0,2,0,0,4,2,0,0,0,1,0,2,4,0,2,0,0,2,4,1,0,4,1,4,1,0,2,0,0,0,4,2,1
1002,1,4,2,1,3,1,0,1,1,2,0,1,2,0,0,1,2,0,1,0,4,4,4,4,1,1,0,1,0,2,2,0,2,1,1,2,0,1,1,4,2,1,1,4,0,1,0,2,0,1,1,1,2,1,1,4,2,2,0,2,1
1003,1,0,0,2,3,2,3,3,3,3,3,3,0,4,3,3,3,3,1,4,4,4,4,4,4,4,0,0,0,2,2,0,0,0,1,5,4,1,1,4,2,4,2,1,0,0,1,1,1,0,2,0,4,4,0,4,1,0,1,1,1
1004,4,3,1,1,1,0,1,0,0,2,1,0,2,0,1,0,2,0,1,4,4,4,4,1,1,4,4,1,0,2,2,2,2,0,2,0,4,1,0,4,1,2,2,2,2,2,0,1,0,4,2,0,2,2,1,1,0,0,2,1,1
1005,0,1,1,1,1,1,0,3,1,1,3,1,0,1,3,1,3,2,1,4,1,4,1,4,1,4,2,1,0,2,1,4,1,1,0,5,0,0,0,4,2,4,1,0,1,1,4,4,2,2,2,2,2,1,1,1,0,1,0,0,1
1006,1,1,3,2,2,0,1,3,3,3,1,3,3,2,1,1,3,1,4,4,1,1,1,1,1,0,1,1,0,2,1,4,2,2,0,2,0,2,0,0,0,2,2,1,1,0,0,2,1,2,2,0,1,1,0,2,0,2,1,4,1
1007,1,0,2,1,3,1,0,2,3,1,1,3,3,1,1,0,1,3,1,4,1,4,0,4,4,1,0,1,0,2,2,2,2,2,0,1,4,1,4,2,2,0,2,2,1,1,1,4,1,4,4,2,4,2,4,2,4,0,0,1,1
1008,1,1,3,2,2,1,0,0,2,1,2,1,3,2,0,2,1,2,2,0,2,0,4,1,4,4,2,1,0,2,2,1,0,2,5,2,2,1,1,4,4,2,4,1,2,4,1,2,0,0,2,4,1,4,2,2,1,1,4,4,1
1009,1,0,2,1,3,3,3,1,1,3,0,0,1,1,1,3,3,3,1,1,1,4,1,1,1,4,1,1,0,2,1,0,4,1,1,2,2,0,2,2,2,2,4,4,4,1,1,0,2,2,4,0,4,0,4,0,0,2,1,0,1
1010,3,1,0,2,2,2,3,3,2,3,2,0,3,2,0,2,2,1,4,1,4,1,2,2,4,2,2,1,0,2,2,4,2,2,0,2,2,4,4,1,0,0,2,0,1,2,2,1,1,1,1,0,0,4,2,0,0,2,0,4,1
